,name,rider_number,charity,event,finish_time,status,last_timing_point,finish_tod,finish_time,finish_diff,finish_mph
0,Abi Jones (GBR),30619,,Ford RideLondon-Essex 30,02:27:26,Finished,Finish,11:21:20,02:27:26,02:27:26,14.26
0,Alison Jordan (GBR),30220,,Ford RideLondon-Essex 30,03:05:36,Finished,Finish,12:00:42,03:05:36,03:05:36,11.33
0,Azmina Kamal (GBR),30097,,Ford RideLondon-Essex 30,03:20:19,Finished,Finish,12:21:46,03:20:19,03:20:19,10.5
0,Sharifa Karima (GBR),30034,,Ford RideLondon-Essex 30,02:44:27,Finished,Finish,11:47:15,02:44:27,02:44:27,12.79
0,Asmina Kassam (GBR),30528,,Ford RideLondon-Essex 30,04:26:59,Finished,Finish,13:30:31,04:26:59,04:26:59,7.87
0,Harvinder Kaur (GBR),30037,,Ford RideLondon-Essex 30,04:00:55,Finished,Finish,13:05:46,04:00:55,04:00:55,8.73
0,Ravneet Kaur (IND),63005,,Ford RideLondon-Essex 30,02:59:16,Finished,Finish,12:04:44,02:59:16,02:59:16,11.73
0,Claire Kemp (GBR),30569,,Ford RideLondon-Essex 30,03:33:33,Finished,Finish,12:34:22,03:33:33,03:33:33,9.85
0,Claire Kennedy (IRL),30196,,Ford RideLondon-Essex 30,02:41:05,Finished,Finish,11:56:01,02:41:05,02:41:05,13.05
0,Sian Kersse (GBR),114312,,Ford RideLondon-Essex 30,03:14:10,Finished,Finish,11:44:54,03:14:10,03:14:10,10.83
0,Arzu Keskin (GBR),30604,,Ford RideLondon-Essex 30,03:31:48,Finished,Finish,12:39:25,03:31:48,03:31:48,9.93
0,Shaz Khan (GBR),62927,,Ford RideLondon-Essex 30,02:36:39,Finished,Finish,11:55:55,02:36:39,02:36:39,13.42
0,Salima Khanom (GBR),30274,,Ford RideLondon-Essex 30,04:12:44,Finished,Finish,13:18:28,04:12:44,04:12:44,8.32
0,Ruth Khaw (GBR),102924,,Ford RideLondon-Essex 30,02:10:02,Finished,Finish,11:18:59,02:10:02,02:10:02,16.17
0,Romana Khelifi (CZE),61911,,Ford RideLondon-Essex 30,03:28:02,Finished,Finish,12:24:04,03:28:02,03:28:02,10.11
0,Nicole Khettabi (GER),30408,,Ford RideLondon-Essex 30,03:49:56,Finished,Finish,12:43:09,03:49:56,03:49:56,9.14
0,Ikhlas Kitfan (IVB),30040,,Ford RideLondon-Essex 30,03:18:45,Finished,Finish,12:16:21,03:18:45,03:18:45,10.58
0,Anastasiia Klinshova (RUS),30533,,Ford RideLondon-Essex 30,04:48:33,Finished,Finish,14:01:31,04:48:33,04:48:33,7.29
0,Laura Knight (GBR),30254,,Ford RideLondon-Essex 30,03:00:32,Finished,Finish,11:53:32,03:00:32,03:00:32,11.65
0,Afe Komolafe (GBR),30745,,Ford RideLondon-Essex 30,04:18:57,Finished,Finish,13:09:32,04:18:57,04:18:57,8.12
0,Ludmila Kulikova (RUS),63108,,Ford RideLondon-Essex 30,04:42:05,Finished,Finish,13:55:03,04:42:05,04:42:05,7.45
0,Sharmila Kunwar (GBR),30437,,Ford RideLondon-Essex 30,03:07:50,Finished,Finish,12:20:17,03:07:50,03:07:50,11.19
0,Simone Laidlow (GBR),30221,,Ford RideLondon-Essex 30,04:10:22,Finished,Finish,13:28:33,04:10:22,04:10:22,8.4
0,Rachel Lake (USA),125309,,Ford RideLondon-Essex 30,03:23:25,Finished,Finish,11:48:07,03:23:25,03:23:25,10.34
0,Brittany Lancey (USA),30652,,Ford RideLondon-Essex 30,02:44:32,Finished,Finish,11:46:29,02:44:32,02:44:32,12.78
0,Maggie Lau (HKG),30605,,Ford RideLondon-Essex 30,03:16:20,Finished,Finish,11:29:55,03:16:20,03:16:20,10.71
0,Celine Ledbury (FRA),30638,,Ford RideLondon-Essex 30,03:32:02,Finished,Finish,12:38:50,03:32:02,03:32:02,9.92
0,Rebecca Lefort (GBR),30534,,Ford RideLondon-Essex 30,03:34:26,Finished,Finish,12:55:19,03:34:26,03:34:26,9.81
0,Cheuk Sin Leung (HKG),30084,,Ford RideLondon-Essex 30,04:22:09,Finished,Finish,13:48:15,04:22:09,04:22:09,8.02
0,Jennifer Ling (GBR),62914,,Ford RideLondon-Essex 30,02:32:03,Finished,Finish,11:38:43,02:32:03,02:32:03,13.83
0,Alison Ling (GBR),62907,,Ford RideLondon-Essex 30,02:32:03,Finished,Finish,11:38:42,02:32:03,02:32:03,13.83
0,Jennifer Locke (GBR),112106,,Ford RideLondon-Essex 30,04:38:43,Finished,Finish,13:09:51,04:38:43,04:38:43,7.54
0,Jenny Lopez Valencia (ESP),63032,,Ford RideLondon-Essex 30,05:45:04,Finished,Finish,14:59:59,05:45:04,05:45:04,6.09
0,Mala Lord (GBR),30583,,Ford RideLondon-Essex 30,03:51:25,Finished,Finish,12:59:38,03:51:25,03:51:25,9.08
